mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,P33,P41,P60,P71,P176,P179,P180,P191,P652.1,P652.2,P652.3,P652.4,P652.5,P652.6,P652.7,P652.8,P652.9,P652.10,P652.11,P653.1,P653.2,P653.3,P654,nulos,recurridos,blanco,impugnados,validos,totales,P652,P653
180,10,2,BARRANQUERAS,0,1,1,3,7,7,17,0,4,0,3,3,3,5,2,3,3,6,2,5,4,31,56,3,5,4,1,0,11,0,173,189,67,64
181,10,2,BARRANQUERAS,0,1,1,4,8,6,12,1,1,4,7,6,5,4,3,0,2,2,1,7,10,48,48,5,6,1,0,0,7,0,191,199,88,59
182,10,2,BARRANQUERAS,0,1,1,2,7,3,19,2,2,4,3,5,3,7,6,3,3,8,1,6,9,39,39,1,8,1,0,0,10,0,181,192,90,48
183,10,2,BARRANQUERAS,0,1,1,4,10,3,20,2,2,0,7,4,5,3,2,0,3,7,5,11,5,31,38,13,5,0,0,0,12,0,181,193,76,56
184,10,2,BARRANQUERAS,0,1,1,2,7,5,25,1,2,2,4,2,1,5,2,3,1,6,0,3,8,35,43,7,9,3,0,0,12,0,174,189,66,59
185,10,2,BARRANQUERAS,0,1,1,7,9,5,16,4,4,1,1,1,5,4,2,9,5,8,3,3,4,32,42,5,7,4,0,0,10,0,178,192,76,54
186,10,2,BARRANQUERAS,0,1,1,5,6,6,19,2,2,0,11,5,0,6,2,5,3,4,5,3,4,25,40,8,1,1,0,0,15,0,163,179,62,49
187,10,2,BARRANQUERAS,0,1,1,4,3,4,16,2,6,0,4,0,0,3,2,5,4,2,4,5,4,23,53,6,8,1,0,0,8,0,159,168,52,67
188,10,2,BARRANQUERAS,0,1,1,5,7,1,15,4,3,7,2,5,1,6,1,3,4,8,2,7,5,27,56,6,2,2,0,0,9,0,178,189,69,64
189,10,2,BARRANQUERAS,0,1,1,3,2,2,10,2,2,2,3,2,2,3,0,6,3,2,3,2,8,19,54,1,3,0,1,0,12,0,135,148,50,58
190,11A,2,BARRANQUERAS,0,0,1,4,11,3,20,3,0,1,2,2,0,6,1,6,0,4,0,6,0,41,58,1,3,4,11,0,3,0,173,191,66,62
191,11A,2,BARRANQUERAS,0,0,1,3,5,2,21,2,2,3,1,7,0,7,4,0,0,0,0,6,6,37,64,10,7,3,9,0,8,0,188,208,67,81
192,11A,2,BARRANQUERAS,0,0,1,5,9,6,16,2,1,1,0,0,0,7,0,2,7,1,0,6,0,33,72,8,0,4,4,0,5,10,177,190,56,80
193,11A,2,BARRANQUERAS,0,0,1,6,2,2,17,2,2,3,0,82,1,4,5,2,0,6,3,0,35,0,8,7,3,0,6,0,3,0,191,200,138,18
194,11A,2,BARRANQUERAS,0,0,1,3,8,4,21,1,1,5,2,0,0,0,0,1,2,0,0,16,0,53,62,5,5,4,10,0,5,0,190,209,72,72
195,11A,2,BARRANQUERAS,0,0,1,2,4,1,16,6,2,3,3,2,5,6,0,1,1,3,0,9,0,32,72,4,10,1,13,0,1,0,183,198,59,86
196,11A,2,BARRANQUERAS,0,0,1,0,4,1,18,5,1,1,4,1,3,3,0,2,2,3,0,9,0,29,73,4,8,1,15,0,6,0,172,194,52,85
197,11A,2,BARRANQUERAS,0,0,1,6,5,1,25,0,2,3,3,3,1,2,6,1,0,0,0,4,0,36,66,8,3,4,8,0,3,0,176,191,53,77
198,11A,2,BARRANQUERAS,0,0,1,1,10,1,16,0,3,3,7,5,3,8,0,1,0,6,0,4,0,33,54,5,3,2,3,0,4,0,164,173,60,62
199,11A,2,BARRANQUERAS,0,0,1,2,4,2,19,0,0,0,0,3,0,6,5,3,3,1,0,5,0,40,77,8,5,5,11,0,5,0,184,205,66,90
200,11A,2,BARRANQUERAS,0,0,1,1,7,0,21,1,3,2,7,1,2,6,1,8,5,1,0,9,0,24,67,9,5,3,5,0,4,0,181,193,57,81
201,11A,2,BARRANQUERAS,0,0,1,4,4,3,10,0,0,1,0,2,0,6,1,5,4,2,0,6,0,41,57,7,2,1,10,0,5,0,156,172,67,66
202,11A,2,BARRANQUERAS,0,0,1,2,3,3,14,2,5,0,1,3,0,8,3,1,4,1,0,9,0,34,72,5,5,2,3,1,3,0,176,185,63,82
203,11A,2,BARRANQUERAS,0,0,1,3,5,2,12,1,1,1,4,0,0,6,1,4,1,1,0,3,0,20,51,8,1,3,6,0,2,0,126,137,36,60
204,11B,2,BARRANQUERAS,0,0,1,2,4,3,17,3,2,0,5,6,3,4,1,7,3,4,0,5,4,24,58,11,4,3,5,0,5,0,171,184,61,73
205,11B,2,BARRANQUERAS,0,0,1,5,10,4,21,0,3,2,3,8,0,4,1,3,1,0,0,7,4,34,56,5,3,5,5,0,8,0,175,193,62,64
206,11B,2,BARRANQUERAS,0,0,1,5,11,3,10,1,3,1,6,2,0,4,3,0,2,2,0,5,5,40,56,3,2,2,10,0,5,0,165,182,63,61
207,11B,2,BARRANQUERAS,0,0,1,3,9,7,17,3,5,2,1,2,0,7,0,3,4,1,0,11,1,35,51,7,3,4,10,1,6,0,173,194,64,61
208,11B,2,BARRANQUERAS,0,0,1,0,8,1,16,1,2,3,7,4,0,6,1,2,1,3,0,7,8,30,70,2,2,3,16,0,1,0,175,195,62,74
209,11B,2,BARRANQUERAS,0,0,1,9,10,3,26,2,4,2,1,1,0,9,1,6,1,2,0,15,1,39,50,1,1,2,10,0,4,0,185,201,75,52
210,11B,2,BARRANQUERAS,0,0,1,4,10,2,19,2,2,2,7,3,0,12,2,1,1,1,0,4,7,33,71,5,1,4,0,0,12,0,190,206,64,77
211,11B,2,BARRANQUERAS,0,0,1,0,8,5,17,3,1,1,5,1,0,4,1,3,5,2,0,4,7,47,45,5,7,3,11,0,3,0,172,189,74,57
212,11B,2,BARRANQUERAS,0,0,1,3,7,1,24,1,0,3,5,2,0,8,3,2,1,2,0,5,5,43,60,4,2,7,9,0,1,0,182,199,71,66
213,11B,2,BARRANQUERAS,0,0,1,2,7,2,21,1,1,2,4,5,0,9,0,2,3,1,0,10,6,33,48,3,3,4,6,0,3,0,164,177,69,54
214,11B,2,BARRANQUERAS,0,0,1,4,5,4,19,1,1,1,1,1,0,11,1,3,3,4,0,8,7,37,54,6,4,1,4,0,3,0,176,184,75,64
215,11B,2,BARRANQUERAS,0,0,1,2,3,3,15,1,2,0,4,3,0,14,1,5,2,3,0,9,3,30,68,4,0,7,0,0,13,0,173,193,70,72
216,11B,2,BARRANQUERAS,0,0,1,0,8,4,13,5,2,0,4,3,0,8,0,5,3,4,0,7,3,37,65,7,3,5,8,0,2,0,182,197,70,75
217,11B,2,BARRANQUERAS,0,0,1,2,5,4,14,0,0,4,5,2,0,11,1,3,4,2,0,2,8,43,55,7,1,5,9,0,3,0,174,191,76,63
218,11B,2,BARRANQUERAS,0,0,1,0,9,4,20,2,2,4,0,3,0,15,1,1,4,1,0,6,0,43,53,2,1,8,8,2,3,0,172,193,74,56
219,11B,2,BARRANQUERAS,0,0,1,3,8,2,26,0,2,2,5,5,0,2,2,3,5,5,0,5,0,39,57,7,3,3,10,0,6,0,182,201,66,67
220,11B,2,BARRANQUERAS,0,0,1,2,13,3,24,1,2,1,1,5,0,12,2,4,1,2,0,7,0,41,57,1,3,5,6,0,3,0,183,197,74,61
221,11B,2,BARRANQUERAS,0,0,1,1,5,5,20,0,0,4,9,0,0,10,2,3,1,5,0,5,0,45,58,4,1,2,5,0,6,0,179,192,71,63
222,11B,2,BARRANQUERAS,0,0,1,5,11,1,17,1,3,3,3,6,0,10,0,3,2,2,0,4,0,35,50,7,3,3,11,0,4,0,167,185,62,60
223,11B,2,BARRANQUERAS,0,0,1,4,10,3,25,0,2,0,10,5,0,9,0,2,45,3,0,4,0,34,48,5,4,4,0,0,2,0,214,220,102,57
224,11B,2,BARRANQUERAS,0,0,1,0,8,1,24,1,4,1,3,1,0,5,4,4,1,4,0,11,0,41,47,1,6,6,7,0,0,0,168,181,71,54
225,11B,2,BARRANQUERAS,0,0,1,2,6,2,27,0,3,2,1,3,0,6,3,2,3,1,0,8,0,55,54,2,1,3,2,0,3,0,182,190,81,57
226,11B,2,BARRANQUERAS,0,0,1,3,9,2,16,0,6,2,1,1,0,13,1,2,3,1,0,3,0,46,54,5,3,3,3,0,6,0,172,184,70,62
227,11B,2,BARRANQUERAS,0,0,1,0,8,4,20,0,2,2,8,4,0,3,1,2,3,4,0,9,0,22,55,5,7,5,0,0,5,8,160,170,48,67
228,11B,2,BARRANQUERAS,0,0,1,3,7,1,20,1,2,4,6,6,0,8,1,3,0,4,0,8,0,48,46,4,2,2,0,0,1,6,175,178,78,52
229,11B,2,BARRANQUERAS,0,0,1,3,5,3,18,0,1,3,10,4,0,10,2,5,4,5,0,11,0,39,45,5,3,4,3,0,4,0,177,188,80,53
230,11B,2,BARRANQUERAS,0,0,1,1,5,4,23,3,3,1,2,6,0,6,1,3,3,5,0,15,0,30,56,5,5,10,9,0,9,0,178,206,69,66
231,11B,2,BARRANQUERAS,0,0,1,2,12,4,19,0,2,1,5,4,4,7,1,3,2,0,0,5,0,52,69,6,2,6,5,0,3,0,201,215,78,77
1178,9,2,BARRANQUERAS,1,0,1,1,7,4,16,0,2,0,6,9,14,13,0,0,2,2,0,1,2,31,74,9,1,7,5,0,2,0,195,209,74,84
1179,9,2,BARRANQUERAS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,1,16,0,0
1180,9,2,BARRANQUERAS,1,0,1,2,7,2,8,1,1,2,3,3,5,16,2,4,0,0,0,5,5,53,50,1,1,3,12,0,2,0,172,189,93,52
1181,9,2,BARRANQUERAS,1,0,1,1,9,5,8,0,1,1,2,3,3,12,1,3,2,1,0,9,8,53,43,3,2,0,18,0,8,0,171,197,95,48
1182,9,2,BARRANQUERAS,1,0,1,1,7,1,12,3,0,2,3,7,5,11,1,0,2,1,0,4,3,61,45,5,0,6,0,0,7,3,175,188,95,50
1183,9,2,BARRANQUERAS,1,0,1,4,14,11,15,0,2,0,2,1,11,11,0,5,4,1,0,6,1,39,46,1,3,8,10,0,5,0,178,201,79,50
1184,9,2,BARRANQUERAS,1,0,1,7,12,4,14,0,0,0,2,2,5,17,0,1,0,6,0,6,4,58,55,2,1,5,10,0,6,0,197,218,99,58
1185,9,2,BARRANQUERAS,1,0,1,5,9,3,10,1,2,2,7,0,3,18,0,3,5,3,0,3,7,38,56,8,6,2,5,0,5,0,190,202,80,70
1186,9,2,BARRANQUERAS,1,0,1,1,10,4,11,1,3,1,5,4,1,18,1,3,1,1,0,6,3,45,64,7,2,2,3,6,0,0,193,204,83,73
1187,9,2,BARRANQUERAS,1,0,1,3,2,5,11,0,3,1,6,4,3,16,6,4,0,4,0,10,6,36,46,2,6,4,2,0,5,0,175,186,89,54
1188,9,2,BARRANQUERAS,1,0,1,2,17,3,8,2,1,0,0,3,0,20,0,0,2,0,0,5,7,48,52,0,7,3,8,0,7,0,178,196,85,59
1189,9,2,BARRANQUERAS,1,0,1,2,9,5,8,2,1,0,3,0,3,15,0,4,2,2,0,5,10,53,40,5,4,7,12,0,5,0,174,198,94,49
1190,9,2,BARRANQUERAS,1,0,1,5,12,5,18,0,0,1,6,2,6,17,0,2,1,1,0,0,6,42,52,3,2,5,11,0,3,0,182,201,77,57
1191,9,2,BARRANQUERAS,1,0,1,4,12,8,17,1,0,0,7,4,10,9,0,4,1,0,0,3,8,30,52,0,2,4,7,0,10,0,173,194,69,54
1192,9,2,BARRANQUERAS,1,0,1,1,8,5,9,1,0,2,5,2,10,23,3,1,3,1,0,6,2,56,43,2,3,3,10,0,4,0,187,204,107,48
1193,9,2,BARRANQUERAS,1,0,1,2,7,10,10,0,1,1,2,3,0,25,4,8,0,7,0,1,4,45,60,6,1,4,6,0,7,0,198,215,97,67
1194,10,2,BARRANQUERAS,1,1,1,3,5,6,9,3,3,2,10,0,4,5,2,3,5,6,4,8,5,39,45,2,8,3,1,0,24,0,178,206,81,55
1195,10,2,BARRANQUERAS,1,1,1,5,3,3,12,1,1,1,3,9,8,7,4,3,4,6,1,5,9,38,42,7,8,1,0,0,16,0,181,198,94,57
1196,10,2,BARRANQUERAS,1,1,1,8,7,4,12,1,1,1,0,2,5,7,3,6,3,3,3,5,7,39,50,11,2,3,0,0,8,0,181,192,83,63
1197,10,2,BARRANQUERAS,1,1,1,8,6,4,17,3,6,1,5,2,3,4,2,0,2,5,4,7,6,31,60,4,8,4,1,0,9,1,189,203,66,72
1198,10,2,BARRANQUERAS,1,1,1,8,4,3,23,0,2,2,2,2,1,2,3,2,4,2,4,10,9,31,50,2,4,3,1,0,5,0,171,180,70,56
1199,10,2,BARRANQUERAS,1,1,1,2,5,8,10,0,1,5,4,1,3,3,2,1,6,8,4,10,6,39,47,8,5,1,1,0,9,0,179,190,83,60
1200,10,2,BARRANQUERAS,1,1,1,4,8,2,22,0,1,2,2,1,3,3,3,3,5,3,4,9,7,38,52,4,6,1,2,0,14,0,183,200,79,62
1201,10,2,BARRANQUERAS,1,1,1,2,10,9,18,0,1,2,7,3,2,10,1,0,6,5,1,4,9,39,58,8,5,3,0,0,12,0,201,216,80,71
1202,10,2,BARRANQUERAS,1,1,1,3,9,5,11,2,1,0,5,3,4,4,4,2,4,8,0,5,12,32,52,8,7,1,1,0,10,0,182,194,78,67
1203,10,2,BARRANQUERAS,1,1,1,3,6,4,15,0,2,0,4,0,5,5,6,4,7,5,0,7,5,37,52,4,9,2,1,0,14,0,181,198,81,65
1204,10,2,BARRANQUERAS,1,1,1,2,7,3,14,1,3,2,1,1,4,3,3,2,4,4,2,7,7,35,56,5,7,2,0,0,13,0,174,189,72,68
1205,10,2,BARRANQUERAS,1,1,1,6,6,6,16,2,0,0,2,2,6,5,3,4,8,3,2,6,5,21,61,8,9,2,0,0,13,0,182,197,65,78
1206,10,2,BARRANQUERAS,1,1,1,7,12,9,16,2,2,1,4,2,4,7,1,0,2,7,1,4,4,33,59,5,8,7,0,0,10,0,191,208,65,72
1207,10,2,BARRANQUERAS,1,1,1,2,4,6,16,1,1,3,2,1,6,6,3,4,2,3,3,3,9,31,54,3,3,2,2,0,12,0,167,183,71,60
1208,10,2,BARRANQUERAS,1,1,1,7,4,3,11,2,5,4,6,3,1,0,3,5,5,4,5,5,5,32,52,6,4,2,0,0,9,0,173,184,68,62
1209,10,2,BARRANQUERAS,1,1,1,5,2,3,13,3,4,0,4,2,2,4,3,10,5,5,2,2,5,38,68,8,4,1,0,0,10,0,193,204,78,80
1210,10,2,BARRANQUERAS,1,1,1,2,4,5,12,1,2,4,3,0,2,4,0,0,3,3,5,6,1,21,51,1,5,2,0,0,12,0,136,150,45,57
1211,11A,2,BARRANQUERAS,1,0,1,5,9,0,15,4,1,0,1,1,2,6,0,6,2,2,0,3,3,44,68,5,3,0,7,0,2,0,181,190,69,76
1212,11A,2,BARRANQUERAS,1,0,1,2,5,3,9,1,0,0,5,2,2,0,0,2,2,2,0,5,6,39,84,7,2,4,8,0,3,0,179,194,60,93
1213,11A,2,BARRANQUERAS,1,0,1,5,9,2,10,1,0,2,2,2,0,0,1,0,0,2,0,9,8,26,65,3,4,6,6,0,4,0,152,168,48,72
1214,11A,2,BARRANQUERAS,1,0,1,4,8,2,11,0,0,2,0,3,0,3,0,2,1,0,0,6,9,41,73,4,1,2,8,0,2,0,171,183,65,78
1215,11A,2,BARRANQUERAS,1,0,1,1,3,0,20,0,0,1,3,0,0,3,0,0,2,4,0,11,7,42,87,0,4,3,7,7,2,0,189,208,69,91
1216,11A,2,BARRANQUERAS,1,0,1,3,6,1,13,1,3,0,3,3,0,8,0,2,0,2,0,14,6,31,83,9,5,1,11,0,2,0,194,208,66,97
1217,11A,2,BARRANQUERAS,1,0,1,3,5,4,16,1,2,3,3,4,0,5,0,3,0,3,0,2,4,51,68,10,3,5,6,0,1,0,191,203,72,81
1218,11A,2,BARRANQUERAS,1,0,1,3,6,1,13,4,4,1,0,0,0,0,0,1,2,4,0,3,2,45,91,1,5,1,9,0,1,0,187,198,57,97
1219,11A,2,BARRANQUERAS,1,0,1,8,8,3,16,1,1,1,4,2,0,7,2,2,0,2,0,3,4,63,75,4,2,2,6,0,2,0,209,219,85,81
1220,11A,2,BARRANQUERAS,1,0,1,2,12,1,7,1,3,0,5,4,0,4,1,4,0,2,0,5,6,39,81,6,5,1,13,0,1,0,189,204,65,92
1221,11A,2,BARRANQUERAS,1,0,1,3,5,4,23,1,1,2,2,0,0,3,3,2,2,0,0,5,2,45,66,9,0,10,0,0,10,0,179,199,62,75
1222,11A,2,BARRANQUERAS,1,0,1,4,12,3,17,1,0,2,4,3,1,4,0,2,2,2,0,3,3,51,76,0,1,7,6,0,3,0,192,208,71,77
1223,11A,2,BARRANQUERAS,1,0,1,4,7,2,15,2,2,2,5,2,0,5,2,3,1,2,0,3,3,46,78,4,4,4,5,0,4,0,193,206,67,86
1224,11A,2,BARRANQUERAS,1,0,1,3,4,1,14,0,2,2,5,2,0,1,2,5,0,2,0,7,3,33,64,4,10,5,5,0,1,0,165,176,55,78
1225,11A,2,BARRANQUERAS,1,0,1,1,5,3,9,3,2,1,2,2,0,1,0,1,0,2,0,3,4,40,66,3,1,0,4,0,4,0,150,158,53,70
1226,11B,2,BARRANQUERAS,1,0,1,0,7,2,14,4,6,1,2,3,2,14,0,7,1,6,0,3,0,49,72,3,4,7,4,3,7,0,201,222,85,79
1227,11B,2,BARRANQUERAS,1,0,1,3,5,1,19,1,2,3,4,2,6,6,1,3,3,2,0,7,0,57,56,3,2,7,6,0,2,0,187,202,87,61
1228,11B,2,BARRANQUERAS,1,0,1,6,15,3,10,2,1,2,2,5,2,3,0,5,1,2,0,6,0,50,67,0,3,0,4,0,5,0,186,195,74,70
1229,11B,2,BARRANQUERAS,1,0,1,4,9,0,12,2,6,1,5,1,2,9,1,1,2,6,0,10,0,60,61,6,3,2,9,0,3,0,202,216,92,70
1230,11B,2,BARRANQUERAS,1,0,1,2,13,2,19,1,6,2,3,3,5,6,2,4,4,6,0,7,0,37,65,5,1,3,7,0,4,0,194,208,74,71
1231,11B,2,BARRANQUERAS,1,0,1,4,9,2,9,3,2,2,3,1,2,5,0,4,4,1,0,8,0,46,67,5,4,8,3,0,4,0,182,197,71,76
1232,11B,2,BARRANQUERAS,1,0,1,4,13,1,16,0,1,1,3,3,5,5,1,5,4,2,0,9,0,41,54,7,3,1,4,12,0,0,179,196,75,64
1233,11B,2,BARRANQUERAS,1,0,1,4,10,1,15,1,3,1,4,2,3,7,2,3,2,3,0,5,0,50,56,1,2,7,8,0,1,0,176,192,77,59
1234,11B,2,BARRANQUERAS,1,0,1,3,8,0,15,2,2,1,4,3,11,9,0,10,3,5,0,6,0,36,59,4,3,4,5,0,2,0,185,196,83,66
1235,11B,2,BARRANQUERAS,1,0,1,1,11,1,12,0,1,2,2,2,6,6,2,4,4,1,0,8,0,45,54,8,4,5,8,0,2,0,175,190,78,66
1236,11B,2,BARRANQUERAS,1,0,1,3,10,2,9,0,1,2,3,3,5,7,1,0,2,3,0,11,2,29,73,3,1,4,10,0,4,0,171,189,63,77
1237,11B,2,BARRANQUERAS,1,0,1,0,7,4,11,2,1,2,4,1,5,10,0,3,3,3,0,21,0,38,65,6,2,3,4,0,2,0,189,198,84,73
1238,11B,2,BARRANQUERAS,1,0,1,3,17,3,16,1,0,2,4,5,5,5,0,2,2,0,0,4,0,39,61,3,3,5,17,0,0,0,176,198,62,67
1239,11B,2,BARRANQUERAS,1,0,1,3,5,2,18,3,3,3,4,1,3,5,4,3,0,6,0,5,1,41,54,7,2,0,10,0,2,0,174,186,69,63
1240,11B,2,BARRANQUERAS,1,0,1,6,12,4,12,1,2,2,7,5,5,8,1,6,1,3,0,5,6,42,63,3,3,5,5,0,2,0,198,210,82,69
1241,11B,2,BARRANQUERAS,1,0,1,0,7,0,19,2,1,3,0,61,3,5,5,4,8,8,2,0,42,0,7,1,6,0,8,0,6,0,185,199,138,14
1242,11B,2,BARRANQUERAS,1,0,1,1,8,3,10,0,2,2,4,2,6,10,3,2,2,5,0,12,0,45,81,8,2,6,0,0,6,0,209,221,87,91
1243,11B,2,BARRANQUERAS,1,0,1,4,9,0,13,1,0,1,1,0,8,8,2,2,2,2,0,3,9,51,70,4,1,3,6,0,0,0,192,201,87,75
1244,11B,2,BARRANQUERAS,1,0,1,4,10,3,20,2,2,2,4,2,3,17,0,5,0,2,0,7,11,50,53,3,0,2,5,0,3,1,201,211,97,56
1245,11B,2,BARRANQUERAS,1,0,1,6,4,3,30,0,2,3,2,1,2,7,0,2,1,2,0,5,0,41,69,8,2,1,6,0,2,0,191,200,61,79
1246,11B,2,BARRANQUERAS,1,0,1,0,4,1,16,1,2,1,1,0,3,10,1,0,2,0,0,5,0,57,61,1,7,4,5,0,2,9,174,185,78,69
1247,11B,2,BARRANQUERAS,1,0,1,3,2,1,18,0,5,1,1,3,3,5,0,2,2,5,0,5,2,46,75,3,6,4,3,0,2,0,189,198,73,84
1248,11B,2,BARRANQUERAS,1,0,1,1,7,5,15,2,1,1,3,5,3,9,1,7,0,1,0,7,0,51,68,4,2,8,11,0,2,0,194,215,84,74
1249,11B,2,BARRANQUERAS,1,0,1,7,8,2,10,0,1,2,9,2,1,3,0,10,1,3,0,5,0,49,66,2,2,6,7,0,5,0,184,202,74,70
1250,11B,2,BARRANQUERAS,1,0,1,5,12,0,20,1,2,0,7,2,2,4,1,4,3,0,0,4,6,42,55,3,5,3,4,0,7,0,179,193,68,63
1251,11B,2,BARRANQUERAS,1,0,1,2,7,1,15,2,3,1,8,3,2,4,0,6,5,1,0,7,3,39,61,7,3,3,3,0,3,0,181,190,70,71
1252,11B,2,BARRANQUERAS,1,0,1,4,7,2,13,1,4,3,6,4,2,10,0,3,3,5,0,12,9,39,42,7,1,5,5,0,0,10,178,188,87,50
1253,11B,2,BARRANQUERAS,1,0,1,4,7,2,18,0,1,2,3,3,0,12,3,3,0,1,0,3,9,50,41,8,4,5,7,0,1,0,175,188,84,53
1254,11B,2,BARRANQUERAS,1,0,1,3,9,1,18,1,0,1,7,3,1,5,1,2,1,1,0,6,8,42,55,6,6,3,5,0,3,0,178,189,70,67
1255,11B,2,BARRANQUERAS,1,0,1,2,10,3,14,0,0,0,5,3,1,6,0,2,2,1,0,3,2,52,51,5,3,4,0,0,5,0,166,175,72,59
1256,11B,2,BARRANQUERAS,1,0,1,1,11,1,17,1,0,5,3,5,0,7,0,2,0,1,0,7,7,50,56,4,4,6,8,0,6,0,183,203,79,64
232,12,3,PUERTO VILELAS,0,0,1,1,9,18,12,0,0,2,4,2,4,11,1,3,1,4,0,4,3,64,30,2,4,9,3,0,6,0,180,198,97,36
233,12,3,PUERTO VILELAS,0,0,1,2,3,15,8,1,0,1,5,6,4,4,1,2,1,2,0,2,2,77,24,9,5,8,4,0,5,0,175,192,101,38
234,12,3,PUERTO VILELAS,0,0,1,0,1,9,11,0,0,1,2,2,0,6,1,4,4,1,0,3,6,56,47,2,10,6,11,0,6,0,167,190,83,59
235,12,3,PUERTO VILELAS,0,0,1,3,7,23,8,1,2,1,1,3,3,4,2,2,0,1,0,2,0,78,37,5,2,6,11,0,4,0,186,207,95,44
236,12,3,PUERTO VILELAS,0,0,1,1,6,15,10,0,1,2,3,4,4,0,3,5,1,4,0,4,0,74,28,1,8,12,4,0,4,0,175,195,99,37
237,12,3,PUERTO VILELAS,0,0,1,2,5,11,14,1,2,8,3,4,0,7,2,3,2,0,0,8,3,64,28,3,4,11,8,0,4,0,175,198,93,35
238,12,3,PUERTO VILELAS,0,0,1,3,6,15,11,1,2,2,1,6,0,4,0,3,3,0,0,3,6,63,37,3,7,4,4,1,0,0,177,186,88,47
239,12,3,PUERTO VILELAS,0,0,1,5,7,14,13,1,1,7,2,4,0,4,2,7,2,2,0,2,7,75,26,3,2,8,8,0,3,0,187,206,105,31
240,12,3,PUERTO VILELAS,0,0,1,5,0,17,16,0,0,2,1,4,0,5,4,8,3,0,0,3,8,70,24,4,8,10,8,0,6,0,183,207,105,36
241,12,3,PUERTO VILELAS,0,0,1,2,6,17,9,0,0,2,3,3,0,7,1,8,4,4,0,9,2,71,23,2,1,6,5,0,5,0,175,191,109,26
242,12,3,PUERTO VILELAS,0,0,1,1,1,18,13,0,0,0,4,1,0,1,0,4,1,3,0,2,9,83,19,2,5,7,5,0,9,0,168,189,104,26
243,12,3,PUERTO VILELAS,0,0,1,2,3,16,8,1,3,2,2,7,0,4,1,5,2,1,0,0,10,69,35,6,3,7,9,0,10,0,181,207,99,44
244,12,3,PUERTO VILELAS,0,0,1,1,3,20,9,0,0,1,2,1,0,8,0,7,1,4,0,2,21,52,34,6,4,7,8,0,7,0,177,199,96,44
245,12,3,PUERTO VILELAS,0,0,1,5,3,11,13,1,0,2,3,7,0,3,2,4,3,7,0,1,22,56,29,4,4,15,7,0,6,0,181,209,105,37
246,12,3,PUERTO VILELAS,0,0,1,1,12,13,16,3,3,2,4,3,0,1,0,5,2,2,0,10,3,76,38,2,7,15,0,0,0,0,204,219,102,47
247,12,3,PUERTO VILELAS,0,0,1,1,8,16,16,0,2,0,2,10,2,5,0,8,1,3,0,5,4,72,49,2,4,14,0,0,14,0,211,239,110,55
248,12,3,PUERTO VILELAS,0,0,1,0,6,21,8,1,0,0,1,7,0,7,0,1,3,1,0,2,9,80,36,6,4,8,14,0,6,0,194,222,110,46
1257,12,3,PUERTO VILELAS,1,0,1,2,5,12,12,1,0,3,0,5,0,6,0,7,4,1,0,5,4,103,31,5,5,13,0,0,10,0,212,235,135,41
1258,12,3,PUERTO VILELAS,1,0,1,2,5,22,8,0,0,3,6,7,0,12,3,2,1,4,0,4,7,86,35,2,2,4,4,0,2,0,212,222,126,39
1259,12,3,PUERTO VILELAS,1,0,1,3,2,18,6,0,1,0,2,6,0,5,1,7,4,2,0,3,7,73,53,5,10,7,6,0,6,0,209,228,108,68
1260,12,3,PUERTO VILELAS,1,0,1,3,3,20,10,2,2,3,2,5,0,1,3,2,0,2,0,2,6,71,38,0,4,18,9,0,4,0,180,211,92,42
1261,12,3,PUERTO VILELAS,1,0,1,1,4,26,7,3,3,2,1,1,0,3,2,1,3,2,0,3,1,103,24,3,3,15,10,0,3,0,197,225,119,30
1262,12,3,PUERTO VILELAS,1,0,1,1,9,24,8,0,2,1,0,5,0,8,0,2,2,0,0,14,4,82,33,2,1,15,2,9,0,0,199,225,117,36
1263,12,3,PUERTO VILELAS,1,0,1,0,11,22,7,1,1,2,5,2,0,2,3,0,4,2,0,7,3,78,35,4,2,5,3,0,8,0,192,208,101,41
1264,12,3,PUERTO VILELAS,1,0,1,1,4,24,8,0,0,6,5,2,2,7,0,9,4,1,0,5,2,79,33,3,2,11,11,0,4,0,198,224,111,38
1265,12,3,PUERTO VILELAS,1,0,1,1,4,15,12,2,3,0,1,0,1,3,1,4,0,7,0,2,7,94,33,2,4,14,2,0,0,0,197,213,119,39
1266,12,3,PUERTO VILELAS,1,0,1,2,6,14,10,1,4,1,1,8,0,3,2,0,1,2,0,5,5,94,42,3,1,8,8,0,6,0,206,228,120,46
1267,12,3,PUERTO VILELAS,1,0,1,1,4,15,10,1,0,2,1,2,0,5,3,9,1,6,0,9,0,82,25,10,3,7,11,0,4,0,190,212,117,38
1268,12,3,PUERTO VILELAS,1,0,1,4,3,14,12,0,0,1,1,6,1,3,0,9,0,5,0,3,0,81,50,4,5,8,7,0,2,0,203,220,108,59
1269,12,3,PUERTO VILELAS,1,0,1,1,4,23,8,1,0,0,1,2,2,5,1,5,3,4,0,3,0,84,43,0,4,9,10,0,1,0,195,215,109,47
1270,12,3,PUERTO VILELAS,1,0,1,1,7,11,8,1,4,2,3,4,0,2,1,3,2,6,0,2,1,94,33,2,2,10,5,0,6,0,190,211,115,37
