mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,P33,P41,P60,P71,P176,P179,P180,P191,P652.1,P652.2,P652.3,P652.4,P652.5,P652.6,P652.7,P652.8,P652.9,P652.10,P652.11,P653.1,P653.2,P653.3,P654,nulos,recurridos,blanco,impugnados,validos,totales,P652,P653
22,119,51,CHARATA,0,0,1,1,3,5,3,0,1,0,1,1,2,2,4,2,0,4,0,1,15,60,25,5,11,0,4,0,5,0,147,156,91,41
23,119,51,CHARATA,0,0,1,1,4,2,4,1,1,1,1,0,7,3,0,4,3,2,0,1,9,59,37,4,10,1,5,0,4,0,155,165,88,51
24,119,51,CHARATA,0,0,1,0,16,7,3,0,1,1,0,2,2,2,0,2,1,0,0,3,12,45,28,6,12,1,3,0,6,0,144,154,69,46
25,119,51,CHARATA,0,0,1,2,13,7,4,1,3,3,5,2,6,4,1,3,0,4,0,2,10,35,42,13,20,0,5,0,2,0,181,188,67,75
26,119,51,CHARATA,0,0,1,2,5,3,6,0,1,0,2,0,1,6,0,1,1,1,0,1,19,47,47,6,18,0,0,0,6,0,168,174,77,71
27,119,51,CHARATA,0,0,1,2,13,3,4,0,3,2,1,6,2,0,2,8,2,2,0,1,10,36,49,12,9,1,4,0,2,0,168,175,69,70
28,119,51,CHARATA,0,0,1,5,6,5,0,0,0,0,11,0,1,1,1,5,0,1,0,1,57,0,0,0,0,0,5,0,7,0,95,107,67,0
29,119,51,CHARATA,0,0,1,0,11,5,7,1,1,1,3,3,4,3,0,0,2,1,0,0,14,39,30,6,14,1,5,0,12,0,146,164,66,50
30,119,51,CHARATA,0,0,1,1,7,2,2,1,4,0,3,1,5,0,2,7,1,2,0,2,11,59,35,13,18,3,6,0,4,0,177,190,90,66
31,119,51,CHARATA,0,0,1,1,7,4,6,2,0,1,3,0,6,2,1,2,1,2,0,1,13,42,53,4,18,1,5,0,3,0,170,179,70,75
32,119,51,CHARATA,0,0,1,3,6,5,6,0,0,0,1,0,3,3,3,2,0,3,0,4,14,33,48,7,20,1,2,0,0,0,162,165,65,75
33,119,51,CHARATA,0,0,1,0,16,4,6,0,0,0,2,7,6,9,0,2,1,2,0,0,7,39,45,7,11,1,2,0,5,0,165,173,73,63
34,119,51,CHARATA,0,0,1,2,5,4,4,0,1,0,1,1,5,5,2,4,0,1,0,2,8,62,34,7,10,0,5,0,5,0,159,169,90,51
35,119,51,CHARATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,119,51,CHARATA,0,0,1,1,11,1,3,1,1,2,2,3,9,1,0,1,1,1,0,1,8,38,46,11,20,1,3,0,3,0,163,170,63,77
37,119,51,CHARATA,0,0,1,1,8,7,0,1,1,1,1,4,6,2,1,3,3,1,0,4,9,36,28,13,17,2,4,0,4,0,148,158,69,58
38,119,51,CHARATA,0,0,1,1,17,3,7,0,3,1,2,0,5,1,1,1,3,1,0,0,12,52,39,4,8,0,5,0,7,0,162,174,76,51
39,119,51,CHARATA,0,0,1,0,9,3,4,0,2,0,1,1,8,3,1,3,2,5,0,6,13,51,33,12,18,1,4,0,6,0,176,187,93,63
40,119,51,CHARATA,0,0,1,3,13,6,2,1,1,0,0,0,1,4,0,3,0,1,0,1,16,42,39,11,11,0,7,1,9,0,156,173,68,61
41,119,51,CHARATA,0,0,1,3,9,3,1,1,2,1,2,1,6,3,0,3,2,2,0,0,15,42,58,6,8,1,2,0,3,0,169,175,74,72
42,119,51,CHARATA,0,0,1,1,6,3,4,1,3,2,1,0,5,1,3,0,1,2,0,6,10,21,28,6,8,0,4,0,5,0,113,122,49,42
43,120,51,CHARATA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,21,0,7,0,0,0,3,0,81,84,52,28
44,120,51,CHARATA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,5,0,8,0,0,0,1,0,63,64,48,13
1001,119,51,CHARATA,1,1,1,2,7,1,12,1,2,0,2,2,6,1,2,1,4,3,0,7,18,37,26,3,16,0,0,5,17,0,154,176,81,45
1002,119,51,CHARATA,1,1,1,4,10,4,1,0,1,1,4,0,5,5,1,0,1,0,2,2,22,28,51,11,12,0,0,7,14,0,166,187,66,74
1003,119,51,CHARATA,1,1,1,4,2,6,2,0,2,1,3,0,1,5,4,3,5,1,2,0,19,28,39,7,18,4,0,0,14,0,153,171,68,64
1004,119,51,CHARATA,1,1,1,2,5,2,4,1,3,2,5,2,5,2,1,1,6,8,0,3,16,24,36,5,22,1,0,4,12,0,156,173,68,63
1005,119,51,CHARATA,1,1,1,2,17,5,7,2,1,1,2,0,4,6,4,3,3,3,2,5,16,24,40,6,15,3,0,0,12,0,169,184,70,61
1006,119,51,CHARATA,1,1,1,2,5,3,6,2,2,1,4,1,4,6,3,3,4,1,1,5,22,38,51,5,14,3,0,1,5,0,184,193,88,70
1007,119,51,CHARATA,1,1,1,2,5,2,5,1,2,2,5,2,4,1,5,2,3,5,2,2,18,30,40,7,14,0,1,0,14,0,160,175,74,61
1008,119,51,CHARATA,1,1,1,0,7,3,4,1,2,0,3,1,0,3,1,4,4,8,3,2,19,56,32,11,10,2,1,0,9,0,175,187,101,53
1009,119,51,CHARATA,1,1,1,4,5,5,4,2,0,5,3,0,1,2,4,1,5,7,0,9,15,42,33,5,15,0,0,0,10,0,168,178,86,53
1010,119,51,CHARATA,1,1,1,4,3,3,7,2,5,0,1,1,5,1,3,5,3,4,5,3,20,35,42,5,12,2,0,0,8,0,170,180,85,59
1011,119,51,CHARATA,1,1,1,1,5,1,10,1,5,1,3,1,3,4,3,5,4,6,3,2,8,27,48,9,16,2,1,4,22,0,167,196,66,73
1012,119,51,CHARATA,1,1,1,3,6,4,6,3,0,0,4,1,4,4,2,1,5,3,2,4,16,42,37,8,13,1,0,0,12,0,169,182,84,58
1013,119,51,CHARATA,1,1,1,2,7,1,4,1,2,1,4,6,3,3,2,2,2,7,2,5,26,27,42,7,14,3,0,0,10,0,171,184,85,63
1014,119,51,CHARATA,1,1,1,5,9,3,3,0,2,0,4,1,1,0,0,1,3,6,3,4,29,20,47,3,14,2,2,0,8,0,159,171,68,64
1015,119,51,CHARATA,1,1,1,2,9,3,3,2,2,1,3,4,2,2,3,3,2,1,1,4,29,31,35,7,16,3,0,0,14,1,166,183,82,58
1016,119,51,CHARATA,1,1,1,6,11,4,2,0,1,0,3,0,3,6,0,1,4,4,1,3,25,25,55,7,17,2,0,0,12,0,179,193,72,79
1017,119,51,CHARATA,1,0,1,1,23,4,2,1,1,1,4,0,0,10,0,2,0,3,0,3,12,68,32,8,14,0,6,0,2,0,190,198,98,54
1018,119,51,CHARATA,1,0,1,0,13,3,0,0,2,0,2,0,8,2,0,2,1,0,0,3,26,60,27,11,13,0,1,0,13,0,174,188,102,51
1019,119,51,CHARATA,1,0,1,3,11,5,7,1,0,0,0,3,2,2,1,1,1,0,0,2,15,46,52,7,17,2,4,0,3,0,177,186,73,76
1020,119,51,CHARATA,1,0,1,1,6,3,5,4,3,0,0,0,2,0,0,2,0,2,0,3,29,56,52,6,10,0,7,0,3,0,185,195,94,68
1021,119,51,CHARATA,1,0,1,0,19,3,3,1,2,1,2,0,4,3,1,2,0,0,0,1,15,36,66,4,18,1,8,0,3,0,182,194,62,88
1022,119,51,CHARATA,1,0,1,1,6,4,4,2,0,0,1,1,4,3,0,2,2,0,0,4,17,63,36,3,9,0,7,0,7,0,163,177,96,48
1023,119,51,CHARATA,1,0,1,0,5,3,4,0,0,0,1,2,2,1,1,2,0,5,0,0,13,55,34,17,18,0,7,0,8,0,164,179,81,69
1024,119,51,CHARATA,1,0,1,5,12,4,2,2,1,0,2,1,5,3,0,0,3,0,0,0,22,63,30,11,19,0,6,0,3,0,186,195,97,60
1025,119,51,CHARATA,1,0,1,3,11,2,3,1,1,0,1,0,1,2,4,2,3,1,0,5,13,55,41,7,19,1,3,0,5,0,176,185,86,67
1026,119,51,CHARATA,1,0,1,9,0,2,1,1,1,2,13,80,2,2,0,1,3,1,0,1,39,0,11,13,1,0,6,0,0,0,184,190,129,25
1027,119,51,CHARATA,1,0,1,1,18,4,4,2,1,0,1,0,0,10,0,1,0,1,2,1,25,45,38,3,12,0,2,0,3,0,170,175,85,53
1028,119,51,CHARATA,1,0,1,2,14,0,5,0,1,0,2,1,7,3,0,1,1,2,0,5,15,50,54,5,8,0,0,0,10,0,177,187,85,67
1029,119,51,CHARATA,1,0,1,5,2,7,3,1,1,0,2,0,1,4,4,0,1,4,0,3,23,47,54,14,15,2,0,0,8,0,192,202,87,83
1030,119,51,CHARATA,1,0,1,1,16,1,4,0,1,1,0,0,4,2,1,4,4,2,0,2,25,59,34,8,11,1,8,0,9,0,181,199,103,53
1031,119,51,CHARATA,1,0,1,4,4,2,2,1,0,2,2,51,1,4,1,9,3,1,0,3,15,46,14,16,0,0,0,0,11,0,182,193,134,30
1032,119,51,CHARATA,1,0,1,1,9,3,2,1,0,0,1,2,6,4,2,7,0,0,0,1,16,47,58,6,9,2,6,0,4,0,176,188,85,73
1033,119,51,CHARATA,1,0,1,1,14,8,3,0,0,0,5,0,1,5,0,1,0,3,0,1,24,39,45,7,12,1,6,0,2,0,170,179,74,64
1034,119,51,CHARATA,1,0,1,3,10,3,1,0,0,0,3,2,1,4,3,5,0,0,0,1,22,47,52,7,19,2,1,0,1,0,184,188,85,78
1035,119,51,CHARATA,1,0,1,1,13,4,0,0,0,0,0,0,3,9,1,4,2,3,0,2,19,51,40,3,15,3,2,0,1,0,171,177,94,58
1036,119,51,CHARATA,1,0,1,3,5,2,4,0,1,1,1,1,3,4,1,2,2,0,0,2,25,63,33,4,7,0,5,0,6,0,165,176,103,44
1037,119,51,CHARATA,1,0,1,3,5,8,2,0,0,2,1,1,5,3,0,2,0,0,0,1,18,42,42,9,18,3,0,0,8,0,163,174,72,69
1038,119,51,CHARATA,1,0,1,1,10,9,5,1,0,1,2,0,5,4,1,2,0,2,0,0,18,44,49,11,16,0,1,0,4,0,182,187,76,76
1039,119,51,CHARATA,1,0,1,1,7,1,3,1,0,0,1,3,3,2,1,3,0,1,0,3,22,42,55,6,12,3,3,0,4,0,168,178,80,73
1040,119,51,CHARATA,1,0,1,0,5,8,7,1,0,1,0,0,1,1,0,1,3,2,0,1,24,58,43,7,20,2,0,0,4,0,184,190,91,70
1041,119,51,CHARATA,1,0,1,1,12,2,7,1,2,0,1,0,4,4,0,5,1,3,0,2,21,46,49,4,16,2,2,0,3,0,182,189,86,69
1042,119,51,CHARATA,1,0,1,0,13,2,2,1,2,1,0,0,6,1,2,0,1,0,0,0,16,32,51,7,14,0,4,0,8,0,152,164,58,72
1043,119,51,CHARATA,1,0,1,2,11,4,0,0,0,1,0,0,3,0,3,1,2,0,0,2,16,37,29,2,10,2,5,0,6,0,124,137,64,41
1044,119,51,CHARATA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,120,51,CHARATA,1,0,1,0,2,1,3,2,0,0,1,0,2,1,2,3,1,1,0,1,1,49,9,1,5,0,0,0,2,0,86,88,61,15
1046,120,51,CHARATA,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,53,8,3,6,0,0,0,4,0,82,86,60,17
1,121,52,GENERAL PINEDO,0,0,1,0,6,0,1,0,6,0,7,2,0,0,2,5,1,0,0,6,0,33,35,4,2,1,0,0,2,0,111,114,49,41
2,121,52,GENERAL PINEDO,0,0,1,1,2,4,0,1,2,2,0,1,3,0,1,4,2,0,0,2,0,40,20,1,2,0,1,0,6,0,89,96,53,23
3,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,122,52,GENERAL PINEDO,0,0,1,1,13,2,1,0,1,1,4,2,7,0,3,0,3,7,0,2,8,31,47,0,1,2,0,0,4,0,135,141,63,48
5,122,52,GENERAL PINEDO,0,0,1,1,10,2,3,0,2,2,3,2,3,0,1,4,0,1,0,2,4,51,56,1,3,2,3,0,3,0,152,160,68,60
6,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,122,52,GENERAL PINEDO,0,0,1,0,11,1,5,0,2,1,1,0,3,1,1,4,4,3,0,0,9,41,46,2,4,0,5,0,4,0,140,149,66,52
9,122,52,GENERAL PINEDO,0,0,1,1,13,1,3,1,2,0,1,1,9,3,2,2,2,1,0,0,8,47,0,43,3,1,4,4,2,0,144,155,75,46
10,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,122,52,GENERAL PINEDO,0,0,1,2,13,1,3,1,1,0,1,0,7,1,1,8,2,6,0,6,11,32,54,1,0,0,2,0,7,0,152,161,74,55
13,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,122,52,GENERAL PINEDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,122,52,GENERAL PINEDO,0,0,1,0,15,1,1,0,2,4,2,2,9,1,3,2,1,2,0,5,12,21,43,6,2,0,0,0,8,0,135,143,58,51
17,122,52,GENERAL PINEDO,0,0,1,0,13,2,1,2,1,1,1,0,3,0,0,1,0,4,0,0,13,37,41,4,3,1,2,0,1,0,128,132,58,48
18,122,52,GENERAL PINEDO,0,0,1,2,10,2,2,0,2,0,2,2,4,0,4,2,0,1,0,2,8,29,60,4,2,0,2,0,7,0,139,148,52,66
19,122,52,GENERAL PINEDO,0,0,1,1,10,0,2,1,1,0,2,2,7,0,3,2,1,8,0,1,6,54,30,1,1,0,6,0,5,0,134,145,84,32
20,122,52,GENERAL PINEDO,0,0,1,1,13,2,2,1,2,1,4,1,6,0,1,4,4,5,0,3,7,46,38,2,2,2,6,0,3,0,146,157,77,42
21,122,52,GENERAL PINEDO,0,0,1,1,12,1,2,0,0,0,1,0,7,1,3,2,3,2,0,2,14,28,1,9,2,3,0,0,4,0,92,99,62,12
22,122,52,GENERAL PINEDO,0,0,1,0,5,2,7,2,2,2,5,2,3,1,3,1,3,3,0,2,4,43,35,4,1,1,3,0,5,0,131,140,65,40
23,122,52,GENERAL PINEDO,0,0,1,0,6,2,1,0,0,0,2,0,3,4,1,2,0,1,0,3,5,23,38,1,2,1,1,0,3,0,95,100,42,41
24,122,52,GENERAL PINEDO,0,0,1,0,9,2,3,1,2,1,0,1,0,1,2,1,1,2,0,3,10,35,32,1,2,0,1,0,5,0,110,116,56,35
25,123,52,GENERAL PINEDO,0,0,1,0,0,1,0,0,0,0,0,3,6,1,3,0,0,6,0,1,0,48,38,2,3,0,1,0,3,0,113,117,68,43
26,123,52,GENERAL PINEDO,0,0,1,1,0,1,0,0,0,1,1,1,4,2,1,4,3,5,0,2,0,29,29,4,2,0,0,0,4,0,91,95,51,35
1001,121,52,GENERAL PINEDO,1,0,1,0,3,1,0,1,2,1,1,0,9,0,5,4,2,1,0,3,0,28,19,3,1,3,0,0,0,0,85,88,52,23
1002,121,52,GENERAL PINEDO,1,0,1,0,4,0,0,0,0,0,0,0,5,1,0,5,2,2,0,0,0,33,27,1,2,0,0,0,1,0,83,84,48,30
1003,122,52,GENERAL PINEDO,1,0,1,0,17,1,2,2,1,0,3,0,3,1,7,0,1,3,0,0,18,52,49,3,1,0,5,0,8,0,165,178,85,53
1004,122,52,GENERAL PINEDO,1,0,1,0,18,2,0,1,1,0,3,0,3,0,2,1,0,15,0,0,19,48,55,2,3,0,4,0,4,0,174,182,88,60
1005,122,52,GENERAL PINEDO,1,0,1,0,18,2,1,0,1,1,2,0,2,0,3,1,1,3,0,3,12,31,64,2,2,3,0,0,8,0,150,161,56,68
1006,122,52,GENERAL PINEDO,1,0,1,1,21,0,0,2,1,1,1,1,5,0,7,2,1,1,0,4,12,64,36,1,1,0,3,0,5,0,163,171,97,38
1007,122,52,GENERAL PINEDO,1,0,1,1,12,2,0,0,0,0,3,1,4,2,5,5,3,8,0,3,14,32,50,4,2,6,0,0,4,0,152,162,77,56
1008,122,52,GENERAL PINEDO,1,0,1,2,11,1,1,0,2,2,1,0,10,0,3,1,0,13,0,0,11,43,67,2,0,2,4,2,0,0,171,179,81,69
1009,122,52,GENERAL PINEDO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,122,52,GENERAL PINEDO,1,0,1,0,14,2,1,1,0,0,4,0,3,1,6,1,2,7,0,2,24,40,65,3,2,2,3,0,3,0,179,187,86,70
1011,122,52,GENERAL PINEDO,1,0,1,0,18,2,1,0,1,0,5,3,6,0,3,3,0,6,0,4,8,44,55,8,6,0,5,0,4,0,174,183,77,69
1012,122,52,GENERAL PINEDO,1,0,1,1,18,2,1,0,2,1,1,2,1,0,2,4,2,12,0,1,13,44,56,2,1,1,2,0,6,0,167,176,81,59
1013,122,52,GENERAL PINEDO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,122,52,GENERAL PINEDO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,122,52,GENERAL PINEDO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,122,52,GENERAL PINEDO,1,0,1,2,25,1,1,1,4,1,1,0,4,0,3,2,0,6,0,2,18,49,43,3,0,0,2,0,4,0,167,173,84,46
1017,122,52,GENERAL PINEDO,1,0,1,0,14,0,3,2,0,1,5,0,1,0,5,1,0,3,0,1,20,38,61,3,1,1,0,0,3,7,160,164,69,65
1018,122,52,GENERAL PINEDO,1,0,1,0,19,1,2,0,4,1,2,0,1,1,3,1,1,4,0,0,11,37,76,4,6,2,2,0,5,0,175,184,59,86
1019,122,52,GENERAL PINEDO,1,0,1,2,11,1,0,1,1,0,5,1,3,2,3,0,0,8,0,1,11,44,62,10,1,3,0,0,5,0,168,176,73,73
1020,122,52,GENERAL PINEDO,1,0,1,2,12,0,0,2,0,0,2,2,5,0,1,0,1,7,0,3,13,49,60,0,0,2,0,0,3,3,160,165,81,60
1021,122,52,GENERAL PINEDO,1,0,1,1,12,1,4,0,2,1,2,0,5,0,2,1,0,3,0,2,17,47,64,3,4,1,3,0,4,0,172,180,77,71
1022,122,52,GENERAL PINEDO,1,0,1,1,16,1,1,0,2,0,1,3,8,2,3,8,2,2,0,3,12,47,52,8,2,1,5,0,2,0,175,183,90,62
1023,122,52,GENERAL PINEDO,1,0,1,0,14,3,4,2,3,0,2,1,1,0,0,0,1,0,0,2,17,26,48,4,2,2,3,0,5,0,131,141,48,54
1024,123,52,GENERAL PINEDO,1,0,1,0,3,0,0,0,0,0,0,0,5,1,1,3,0,1,0,8,0,42,42,4,4,0,0,0,0,0,115,115,61,50
1025,123,52,GENERAL PINEDO,1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,3,0,1,0,33,40,4,3,1,0,0,0,0,93,94,44,47
27,124,53,GENERAL CAPDEVILA,0,0,1,0,2,0,0,0,0,0,3,5,0,2,1,0,2,1,0,2,1,79,0,1,0,1,2,0,2,1,100,105,93,1
28,124,53,GENERAL CAPDEVILA,0,0,1,0,7,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,83,6,0,0,0,0,0,0,0,103,103,88,6
1026,124,53,GENERAL CAPDEVILA,1,0,1,0,2,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,89,10,1,0,0,2,0,0,0,109,111,95,11
1027,124,53,GENERAL CAPDEVILA,1,0,1,0,6,0,0,0,0,1,0,1,1,3,0,8,1,2,0,0,0,95,3,1,0,0,0,0,2,0,123,125,111,4
29,125,54,GANCEDO,0,0,1,2,12,4,1,3,2,1,4,1,3,1,0,2,5,6,0,0,0,109,28,1,0,2,5,0,4,0,186,197,127,29
30,125,54,GANCEDO,0,0,1,0,7,4,2,0,0,0,11,0,1,0,2,3,0,0,0,1,0,102,37,7,0,0,0,0,13,0,178,191,109,44
31,125,54,GANCEDO,0,0,1,1,6,3,2,1,0,0,13,0,1,2,0,0,2,3,0,0,0,87,61,0,1,0,0,0,7,0,184,191,95,62
32,125,54,GANCEDO,0,0,1,0,2,0,0,2,0,0,4,0,0,0,5,0,0,1,0,5,0,116,34,7,0,0,0,0,0,0,177,177,127,41
33,125,54,GANCEDO,0,0,1,2,9,1,0,0,0,3,6,0,5,2,0,7,0,3,0,1,0,100,55,3,0,0,0,0,7,0,198,205,118,58
34,125,54,GANCEDO,0,0,1,0,4,0,1,1,7,0,9,1,0,1,0,2,0,3,0,0,0,114,46,1,0,0,0,0,5,0,191,196,121,47
35,125,54,GANCEDO,0,0,1,0,9,1,4,0,0,1,2,1,2,2,1,3,1,0,0,2,0,75,23,1,0,1,5,0,6,0,129,141,87,24
36,125,54,GANCEDO,0,0,1,0,4,1,2,0,0,0,5,0,3,3,2,1,6,0,0,1,0,96,24,1,0,0,4,0,1,0,150,155,112,25
1028,125,54,GANCEDO,1,0,1,4,16,0,3,0,0,1,0,0,2,0,2,2,1,1,0,1,0,132,21,1,1,0,0,0,12,0,189,201,141,23
1029,125,54,GANCEDO,1,0,1,3,8,0,1,1,1,0,6,0,5,0,0,6,0,5,0,3,0,129,37,2,2,0,0,0,12,0,210,222,148,41
1030,125,54,GANCEDO,1,0,1,0,9,0,2,0,1,1,4,0,0,1,1,0,1,2,0,3,0,133,43,0,5,0,7,0,0,0,207,214,141,48
1031,125,54,GANCEDO,1,0,1,1,12,2,0,0,0,0,7,0,2,1,0,1,2,1,0,3,0,143,28,0,1,0,0,0,13,0,205,218,153,29
1032,125,54,GANCEDO,1,0,1,5,10,0,3,0,0,0,5,3,4,2,0,3,0,1,0,3,0,137,43,1,0,0,9,0,0,0,221,230,153,44
1033,125,54,GANCEDO,1,0,1,1,4,0,2,0,0,1,2,0,6,0,0,0,3,2,0,2,0,115,22,1,0,0,6,0,1,0,162,169,128,23
1034,125,54,GANCEDO,1,0,1,0,10,0,0,1,1,0,1,0,2,2,0,2,0,0,0,2,0,109,35,2,0,0,0,0,6,0,168,174,117,37
1,126,55,HERMOSO CAMPO,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,19,93,47,3,0,0,0,0,7,0,168,175,116,50
2,126,55,HERMOSO CAMPO,0,0,1,2,2,2,1,1,1,1,2,0,5,5,0,2,1,0,0,3,5,89,36,3,3,0,4,0,8,0,165,177,110,42
3,126,55,HERMOSO CAMPO,0,0,1,1,2,1,2,0,2,0,3,2,0,3,3,4,4,0,0,5,5,80,51,1,5,2,0,0,7,0,175,184,106,57
4,126,55,HERMOSO CAMPO,0,0,1,0,0,2,2,0,0,2,1,1,3,5,0,0,1,0,0,0,15,77,33,13,4,1,0,0,10,0,160,171,102,50
5,126,55,HERMOSO CAMPO,0,0,1,0,0,0,3,0,1,0,1,1,4,4,1,0,0,0,0,1,5,79,56,1,3,0,0,0,9,0,161,170,95,60
6,126,55,HERMOSO CAMPO,0,0,1,1,1,2,1,0,2,1,1,0,3,7,0,1,0,0,0,2,12,78,47,1,0,0,0,0,9,0,161,170,103,48
7,126,55,HERMOSO CAMPO,0,0,1,1,2,2,1,1,1,1,1,0,3,3,3,3,1,0,0,1,6,87,30,1,4,1,0,0,4,0,153,158,107,35
8,126,55,HERMOSO CAMPO,0,0,1,4,2,1,2,0,1,0,3,0,4,8,2,1,0,0,0,0,5,94,38,2,1,1,5,0,5,0,169,180,114,41
9,126,55,HERMOSO CAMPO,0,0,1,2,1,1,3,0,0,1,3,1,2,2,2,2,0,1,0,4,6,49,45,5,1,0,0,0,5,0,132,137,69,51
10,126,55,HERMOSO CAMPO,0,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,13,66,39,0,0,0,0,0,8,0,126,134,83,39
11,127,55,HERMOSO CAMPO,0,0,1,0,0,0,1,0,0,2,2,0,0,2,0,0,2,0,0,2,0,43,8,2,0,0,0,0,3,0,65,68,49,10
1001,126,55,HERMOSO CAMPO,1,0,1,0,0,0,0,1,0,0,1,0,6,2,2,3,0,0,0,2,0,123,60,3,2,0,0,0,8,0,206,214,138,65
1002,126,55,HERMOSO CAMPO,1,0,1,0,2,0,0,0,0,0,0,1,3,6,0,1,1,0,0,1,0,122,47,2,2,1,4,0,4,0,189,198,135,51
1003,126,55,HERMOSO CAMPO,1,0,1,0,5,1,1,0,1,1,0,0,2,9,0,2,0,1,0,3,0,123,49,3,3,2,3,0,2,0,205,212,140,55
1004,126,55,HERMOSO CAMPO,1,0,1,1,0,1,0,0,0,0,3,0,9,10,1,1,0,1,0,4,0,101,44,5,1,0,0,0,13,0,183,196,127,50
1005,126,55,HERMOSO CAMPO,1,0,1,0,3,2,0,0,0,0,2,0,6,3,3,2,0,0,0,2,0,89,62,5,4,0,0,0,10,0,184,194,105,71
1006,126,55,HERMOSO CAMPO,1,0,1,0,4,1,5,0,1,2,4,1,2,12,0,2,0,0,0,4,0,94,59,8,2,1,6,0,3,0,202,212,115,69
1007,126,55,HERMOSO CAMPO,1,0,1,0,4,1,1,0,0,0,2,0,3,4,0,2,4,2,0,3,0,108,44,4,4,0,0,0,15,0,187,202,126,52
1008,126,55,HERMOSO CAMPO,1,0,1,0,1,0,5,0,0,0,0,0,2,5,1,1,1,0,0,2,1,111,57,12,0,1,0,0,17,0,200,218,124,69
1009,126,55,HERMOSO CAMPO,1,0,1,0,0,1,1,0,0,0,1,1,2,3,0,2,0,0,0,0,0,73,38,2,1,0,0,0,9,0,126,135,81,41
1010,126,55,HERMOSO CAMPO,1,0,1,0,1,0,1,0,0,1,0,1,7,3,1,0,0,2,0,2,0,76,48,0,1,0,0,0,3,0,145,148,92,49
1011,127,55,HERMOSO CAMPO,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,27,7,1,1,0,0,0,0,0,43,43,31,9
1,128,56,SANTA SYLVINA,0,0,1,0,1,0,1,0,0,0,4,0,6,3,0,5,2,0,0,2,0,106,45,3,2,1,0,0,3,0,181,185,124,50
2,128,56,SANTA SYLVINA,0,0,1,2,5,1,1,1,0,0,3,0,0,1,0,7,1,2,0,0,0,90,63,3,0,0,0,0,3,0,181,184,101,66
3,128,56,SANTA SYLVINA,0,0,1,0,2,0,1,0,0,0,5,1,0,3,1,2,0,7,0,1,0,91,69,4,0,0,2,0,3,0,188,193,106,73
4,128,56,SANTA SYLVINA,0,0,1,0,1,1,0,0,1,0,4,0,0,0,1,8,0,0,0,2,0,76,60,5,2,0,0,0,6,0,162,168,87,67
5,128,56,SANTA SYLVINA,0,0,1,0,0,2,3,0,1,0,7,0,0,0,0,0,0,1,0,8,0,98,58,4,2,0,4,0,3,0,185,192,107,64
